Year,Age,Gender,Population,Deaths
1991,33,Female,2210704,1943.0
1991,33,Male,2184308,5122.0
1991,34,Female,2264777,2136.0
1991,34,Male,2264469,5373.0
1991,35,Female,2179326,2276.0
1991,35,Male,2157029,5456.0
1991,36,Female,2117965,2241.0
1991,36,Male,2089011,5658.0
1991,37,Female,2082649,2355.0
1991,37,Male,2045017,5784.0
1991,38,Female,1925376,2546.0
1991,38,Male,1881865,5746.015
1991,39,Female,2062799,2613.0
1991,39,Male,2036311,5889.485
1991,40,Female,1940493,2738.0
1991,40,Male,1896895,6099.063
1991,41,Female,1880472,2857.0
1991,41,Male,1831239,6118.437
1991,42,Female,1842526,3032.0
1991,42,Male,1791038,6344.456
1991,43,Female,1826167,3269.0
1991,43,Male,1763547,6372.544
1991,44,Female,2003439,3648.0
1991,44,Male,1976302,7068.0
1991,45,Female,1443523,3254.0
1991,45,Male,1397608,6086.0
1991,46,Female,1440660,3552.0
1991,46,Male,1388476,6374.0
1991,47,Female,1457937,3793.0
1991,47,Male,1396586,6835.0
1991,48,Female,1467777,4267.0
1991,48,Male,1406708,7603.007
1991,49,Female,1391123,4411.0
1991,49,Male,1338694,7462.993
1991,50,Female,1298725,4549.0
1991,50,Male,1239992,7652.0
1991,51,Female,1204600,4791.0
1991,51,Male,1144745,7683.0
1991,52,Female,1187180,5002.0
1991,52,Male,1122478,8339.075
1991,53,Female,1177706,5370.0
1991,53,Male,1107949,8739.967
1991,54,Female,1139523,5661.0
1991,54,Male,1068162,9252.957999999999
1991,55,Female,1110300,6351.0
1991,55,Male,1029105,10083.0
1991,56,Female,1140142,6831.0
1991,56,Male,1053735,11264.0
1991,57,Female,1075625,7248.0
1991,57,Male,990123,11537.0
1991,58,Female,1025218,7963.443
1991,58,Male,934504,12503.0
1991,59,Female,1092826,8809.557
1991,59,Male,991211,13937.0
1991,60,Female,1132776,9743.0
1991,60,Male,1000697,15392.0
1991,61,Female,1107192,10982.0
1991,61,Male,995833,16950.0
1991,62,Female,1108008,11587.0
1991,62,Male,974825,18155.0
1991,63,Female,1143343,12859.0
1991,63,Male,1005395,19953.999996
1991,64,Female,1153839,14239.0
1991,64,Male,981164,21651.0
1991,65,Female,1130328,15278.0
1991,65,Male,939636,22650.0
1991,66,Female,1134517,16564.0
1991,66,Male,933367,24060.5
1991,67,Female,1116296,17700.0
1991,67,Male,911822,25504.5
1991,68,Female,1062634,18414.0
1991,68,Male,850450,25995.0
1991,69,Female,1096009,20129.500004
1991,69,Male,863307,28170.0
1991,70,Female,1058699,21059.5
1991,70,Male,829977,29113.0
1991,71,Female,978190,22231.0
1991,71,Male,750485,29892.648
1991,72,Female,936915,22610.0
1991,72,Male,709295,29279.352
1991,73,Female,883927,23971.0
1991,73,Male,641914,30528.0
1991,74,Female,855712,24872.0
1991,74,Male,610424,30630.0
1991,75,Female,831693,25988.0
1991,75,Male,578107,31509.0
1991,76,Female,798041,27817.0
1991,76,Male,540583,31887.0
1991,77,Female,755381,28734.0
1991,77,Male,491298,32413.078
1991,78,Female,740560,30069.616
1991,78,Male,459478,31734.422
1991,79,Female,675945,30922.384
1991,79,Male,410982,30665.5
1991,80,Female,621307,31768.034
1991,80,Male,353177,30488.0
1991,81,Female,570297,32913.403
1991,81,Male,314802,29399.0
1991,82,Female,523780,32964.562999999995
1991,82,Male,280163,28085.0
1991,83,Female,490120,33944.0
1991,83,Male,248003,27446.0
1991,84,Female,434583,33353.0
1991,84,Male,210281,25259.0
1991,85,Female,373693,33034.5
1991,85,Male,171880,23323.0
1991,86,Female,347613,32543.792
1991,86,Male,151938,21104.0
1991,87,Female,299561,31804.708
1991,87,Male,124984,19028.5
1991,88,Female,255981,30554.0
1991,88,Male,101101,16872.5
1991,89,Female,208875,27979.0
1991,89,Male,79513,14428.504
1991,90,Female,192595,26861.799
1991,90,Male,68513,12742.063
1991,91,Female,149463,24448.248
1991,91,Male,50066,10826.217
1991,92,Female,113932,20901.453002000002
1991,92,Male,35435,8464.216
1991,93,Female,91260,18916.5
1991,93,Male,27055,7151.0
1991,94,Female,73401,16485.0
1991,94,Male,20883,5812.029
1991,95,Female,57608,14154.0
1991,95,Male,15641,4792.116
1991,96,Female,42569,11253.0
1991,96,Male,11188,3661.855
1991,97,Female,30808,8726.0
1991,97,Male,7792,2795.0
1991,98,Female,22647,6931.0
1991,98,Male,5519,1921.9999999000001
1991,99,Female,15263,5122.0
1991,99,Male,3578,1283.0
1992,0,Female,1942385,15168.000004
1992,0,Male,2030390,19629.000003999998
1992,1,Female,1943527,1252.7746
1992,1,Male,2034530,1440.8238000000001
1992,2,Female,1933921,788.2254
1992,2,Male,2029620,1027.1761999999999
1992,3,Female,1866761,517.0
1992,3,Male,1956957,762.0
1992,4,Female,1851163,431.0
1992,4,Male,1938787,597.0
1992,5,Female,1821659,383.0
1992,5,Male,1910807,521.0
1992,6,Female,1813046,309.0
1992,6,Male,1901810,437.0
1992,7,Female,1813534,312.0
1992,7,Male,1899862,422.0
1992,8,Female,1705900,241.0
1992,8,Male,1788600,437.0
1992,9,Female,1840888,270.0
1992,9,Male,1934998,420.0
1992,10,Female,1856966,260.0
1992,10,Male,1953689,406.0
1992,11,Female,1801123,274.0
1992,11,Male,1891004,432.0
1992,12,Female,1809718,290.0
1992,12,Male,1897931,520.0
1992,13,Female,1735724,336.0
1992,13,Male,1821852,643.0
1992,14,Female,1693761,448.0
1992,14,Male,1783995,855.0
1992,15,Female,1694524,603.0
1992,15,Male,1789765,1275.0
1992,16,Female,1625117,713.0
1992,16,Male,1725878,1818.0
1992,17,Female,1673448,730.0
1992,17,Male,1788114,2200.0
1992,18,Female,1633623,829.0
1992,18,Male,1717760,2583.0
1992,19,Female,1761858,791.0
1992,19,Male,1836153,2879.0
1992,20,Female,1856714,870.3375
1992,20,Male,1938423,2972.0
1992,21,Female,1961843,972.6624999999999
1992,21,Male,2039638,3373.0
1992,22,Female,1907711,902.0
1992,22,Male,1982563,3179.0
1992,23,Female,1840173,947.0
1992,23,Male,1905835,3015.0
1992,24,Female,1850134,988.0
1992,24,Male,1904968,2916.0
1992,25,Female,1890098,1081.0
1992,25,Male,1931194,3055.0
1992,26,Female,1935369,1117.0
1992,26,Male,1955797,3258.0
1992,27,Female,2066471,1220.0
1992,27,Male,2090425,3664.0
1992,28,Female,2051992,1385.0
1992,28,Male,2068906,3905.0
1992,29,Female,2246735,1480.0
1992,29,Male,2265630,4166.5944
1992,30,Female,2272546,1553.0
1992,30,Male,2287431,4554.7158
1992,31,Female,2226773,1734.0
1992,31,Male,2227153,4741.6898
1992,32,Female,2253051,1893.0
1992,32,Male,2252357,4901.0
1992,33,Female,2217459,1997.0000002
1992,33,Male,2196803,5235.0
1992,34,Female,2278184,2134.0
1992,34,Male,2282596,5439.0
1992,35,Female,2272475,2268.0
1992,35,Male,2267622,5849.0
1992,36,Female,2149533,2390.0
1992,36,Male,2117567,5668.5
1992,37,Female,2141500,2446.0
1992,37,Male,2114196,5744.5
1992,38,Female,1994095,2625.0
1992,38,Male,1954619,6177.9194
1992,39,Female,2101372,2719.0
1992,39,Male,2071420,6206.0806
1992,40,Female,2029657,2819.0
1992,40,Male,1991967,6418.0
1992,41,Female,1897929,2980.0
1992,41,Male,1845409,6504.447099999999
1992,42,Female,1882991,3191.0
1992,42,Male,1836765,6602.552900000001
1992,43,Female,1834693,3337.5
1992,43,Male,1770587,6774.5
1992,44,Female,1869429,3527.5
1992,44,Male,1832508,7070.5
1992,45,Female,1984728,3905.0
1992,45,Male,1940480,7565.5
1992,46,Female,1411573,3494.0
1992,46,Male,1357601,6662.5
1992,47,Female,1460612,3692.0
1992,47,Male,1400577,6863.0
1992,48,Female,1403693,4116.0
1992,48,Male,1341181,7305.0
1992,49,Female,1583230,4703.0
1992,49,Male,1529023,8216.985
1992,50,Female,1370809,4662.0
1992,50,Male,1309976,7981.014999999999
1992,51,Female,1257238,4772.0
1992,51,Male,1195146,8014.2283
1992,52,Female,1206561,5116.0
1992,52,Male,1142722,8378.771700000001
1992,53,Female,1198100,5504.0
1992,53,Male,1127956,8854.0
1992,54,Female,1199165,5790.0
1992,54,Male,1127347,9405.0
1992,55,Female,1117364,6113.0
1992,55,Male,1039170,9971.0
1992,56,Female,1122486,6846.0
1992,56,Male,1036467,10796.0
1992,57,Female,1144020,7202.0
1992,57,Male,1054142,11703.8784
1992,58,Female,1017851,7765.0
1992,58,Male,934381,12339.121599999999
1992,59,Female,1074709,8579.0
1992,59,Male,980310,13282.5343
1992,60,Female,1082917,9373.0
1992,60,Male,959772,14874.2867
1992,61,Female,1100538,10250.3895
1992,61,Male,981295,15981.2637
1992,62,Female,1107066,11645.6105
1992,62,Male,987506,17856.9153
1992,63,Female,1109028,12479.4277
1992,63,Male,979241,19201.566899999998
1992,64,Female,1164907,13862.5723
1992,64,Male,1004888,20901.433100000002
1992,65,Female,1133412,14780.0
1992,65,Male,950406,22407.0
1992,66,Female,1109784,16135.0
1992,66,Male,915081,23162.5
1992,67,Female,1124102,17808.3212
1992,67,Male,918506,25102.5
1992,68,Female,1074330,18673.6788
1992,68,Male,864514,26551.0
1992,69,Female,1066115,19476.0
1992,69,Male,839322,27022.0
1992,70,Female,1072033,21421.0
1992,70,Male,837851,28808.0
1992,71,Female,1029169,22522.0
1992,71,Male,800410,30118.7706
1992,72,Female,956806,23873.392200000002
1992,72,Male,730918,30239.2294
1992,73,Female,904191,23910.607799999998
1992,73,Male,666837,29771.0
1992,74,Female,871281,25181.0
1992,74,Male,620951,31004.9891
1992,75,Female,837667,26397.4359
1992,75,Male,587226,30940.0109
1992,76,Female,799677,27152.5641
1992,76,Male,547847,31372.0
1992,77,Female,772805,28613.0
1992,77,Male,509495,32075.0
1992,78,Female,743120,30027.0
1992,78,Male,467881,32185.0
1992,79,Female,706940,31262.0
1992,79,Male,427987,31648.0
1992,80,Female,631734,31339.0
1992,80,Male,369024,30260.5
1992,81,Female,583979,32944.0
1992,81,Male,322058,29686.528700000003
1992,82,Female,536748,33903.0
1992,82,Male,287602,28983.5792
1992,83,Female,496419,33790.0
1992,83,Male,253356,26901.392099999997
1992,84,Female,453561,34423.68429999999
1992,84,Male,220189,25780.0
1992,85,Female,385587,33940.81570000001
1992,85,Male,178778,23771.0
1992,86,Female,343871,33182.5
1992,86,Male,150689,21428.0
1992,87,Female,316566,32193.0
1992,87,Male,131748,19383.0
1992,88,Female,270609,30701.7078
1992,88,Male,106932,17498.0
1992,89,Female,228544,29312.7691
1992,89,Male,85567,15340.0
1992,90,Female,182919,26117.264900000002
1992,90,Male,65697,12848.0
1992,91,Female,166416,24869.2582
1992,91,Male,55702,10932.0
1992,92,Female,127244,22410.7091
1992,92,Male,40219,9284.408599999999
1992,93,Female,95432,18620.2909
1992,93,Male,27746,7396.5914
1992,94,Female,74626,16730.0
1992,94,Male,20777,5977.0
1992,95,Female,58032,13829.0
1992,95,Male,15440,4781.0
1992,96,Female,45408,11631.0
1992,96,Male,11477,3792.0
1992,97,Female,32706,9146.0
1992,97,Male,8033,2780.0
1992,98,Female,23076,7010.0
1992,98,Male,5437,1992.0
1992,99,Female,16355,5241.5
1992,99,Male,3782,1360.0
1993,0,Female,1898740,14545.0
1993,0,Male,1995451,18987.000005
1993,1,Female,1934375,1240.0
1993,1,Male,2020808,1456.0
1993,2,Female,1949269,812.0
1993,2,Male,2043455,1057.0
1993,3,Female,1947443,599.0
1993,3,Male,2041930,850.0
1993,4,Female,1902626,447.0
1993,4,Male,1995178,643.0
1993,5,Female,1857514,378.0
1993,5,Male,1947739,467.0
1993,6,Female,1827906,366.0
1993,6,Male,1915341,497.0
1993,7,Female,1829924,346.0
1993,7,Male,1918806,447.0
1993,8,Female,1775291,339.0
1993,8,Male,1861634,422.0
1993,9,Female,1809693,293.0
1993,9,Male,1902108,372.0
1993,10,Female,1865838,260.0
1993,10,Male,1963678,404.0
1993,11,Female,1852387,273.0
1993,11,Male,1943649,433.0
1993,12,Female,1819345,307.5
1993,12,Male,1908417,520.0
1993,13,Female,1835474,412.0
1993,13,Male,1925866,691.0
1993,14,Female,1755706,487.5
1993,14,Male,1851043,964.0
1993,15,Female,1719449,563.0
1993,15,Male,1817117,1294.0
1993,16,Female,1708916,751.0
1993,16,Male,1816119,1934.0
1993,17,Female,1657475,774.0
1993,17,Male,1769912,2241.0
1993,18,Female,1681260,901.0
1993,18,Male,1771274,2757.0
1993,19,Female,1729037,843.0
1993,19,Male,1803294,2937.0
1993,20,Female,1758984,838.0
1993,20,Male,1835622,2961.0
1993,21,Female,1830111,961.0
1993,21,Male,1908211,3211.0
1993,22,Female,1930290,933.0
1993,22,Male,1995991,3266.4880000000003
1993,23,Female,1914906,1000.0
1993,23,Male,1975751,3252.5119999999997
1993,24,Female,1893475,1011.0
1993,24,Male,1946583,3054.0
1993,25,Female,1869779,1066.0
1993,25,Male,1914406,3024.0
1993,26,Female,1902820,1117.0
1993,26,Male,1922816,3141.0
1993,27,Female,1972136,1231.0
1993,27,Male,1994730,3440.0
1993,28,Female,2008676,1366.0
1993,28,Male,2024255,3892.1800000000003
1993,29,Female,2219729,1547.0
1993,29,Male,2239546,4258.82
1993,30,Female,2251215,1617.0
1993,30,Male,2269777,4712.0
1993,31,Female,2232275,1839.0
1993,31,Male,2241144,4862.0
1993,32,Female,2256550,1906.0
1993,32,Male,2256583,5271.214
1993,33,Female,2258450,2032.1189998
1993,33,Male,2249918,5451.85
1993,34,Female,2281760,2243.881
1993,34,Male,2285831,5655.146
1993,35,Female,2292235,2261.0
1993,35,Male,2291155,5796.79
1993,36,Female,2241854,2414.0
1993,36,Male,2220385,6217.0
1993,37,Female,2169759,2683.0
1993,37,Male,2137228,6247.0
1993,38,Female,2060612,2862.0
1993,38,Male,2028945,6365.0
1993,39,Female,2157235,2929.5
1993,39,Male,2127187,6572.0
1993,40,Female,2078542,3116.5
1993,40,Male,2039482,6771.0
1993,41,Female,1981613,3103.0
1993,41,Male,1931255,6918.0
1993,42,Female,1904269,3250.0
1993,42,Male,1853764,7020.471
1993,43,Female,1876356,3349.4700000000003
1993,43,Male,1816079,7247.529
1993,44,Female,1872662,3676.5299999999997
1993,44,Male,1830933,7233.0
1993,45,Female,1861252,4020.0
1993,45,Male,1810835,7606.0
1993,46,Female,1941126,4317.0
1993,46,Male,1884031,8133.0
1993,47,Female,1431045,3972.0
1993,47,Male,1370570,7173.0
1993,48,Female,1411390,4204.0
1993,48,Male,1350269,7242.0
1993,49,Female,1505283,4674.0
1993,49,Male,1447523,7946.0
1993,50,Female,1568236,5120.0
1993,50,Male,1506432,9053.0
1993,51,Female,1327373,5163.0
1993,51,Male,1262403,8618.0
1993,52,Female,1260831,5295.0
1993,52,Male,1195158,8818.0
1993,53,Female,1215472,5733.0
1993,53,Male,1145918,9169.264
1993,54,Female,1219963,5876.0
1993,54,Male,1148839,9710.736
1993,55,Female,1177866,6204.0
1993,55,Male,1099620,10310.5
1993,56,Female,1125823,6843.5
1993,56,Male,1042882,10894.5
1993,57,Female,1126184,7439.5
1993,57,Male,1036470,11687.0
1993,58,Female,1090040,8003.0
1993,58,Male,1002214,12996.0
1993,59,Female,1061058,8712.0
1993,59,Male,974096,13237.0
1993,60,Female,1067994,9445.5
1993,60,Male,954859,14547.5
1993,61,Female,1050710,10298.5
1993,61,Male,938515,15922.5
1993,62,Female,1101840,11471.0
1993,62,Male,974744,17631.521999999997
1993,63,Female,1108094,12750.5
1993,63,Male,990872,19150.478000000003
1993,64,Female,1127241,13509.5
1993,64,Male,977349,20536.0
1993,65,Female,1145197,15181.747
1993,65,Male,975320,22501.0
1993,66,Female,1114452,15984.253
1993,66,Male,926627,23361.0
1993,67,Female,1101236,17467.0
1993,67,Male,901831,24940.0
1993,68,Female,1080984,19183.837
1993,68,Male,871535,26841.0
1993,69,Female,1075393,20121.162999
1993,69,Male,851204,27790.0
1993,70,Female,1046140,21311.0
1993,70,Male,814934,28829.0
1993,71,Female,1039077,22959.0
1993,71,Male,807169,30660.0
1993,72,Female,1007590,24696.645
1993,72,Male,778808,31393.851000000002
1993,73,Female,926770,25657.355
1993,73,Male,691412,32032.149
1993,74,Female,891959,25679.0
1993,74,Male,644981,31243.0
1993,75,Female,852537,27256.0
1993,75,Male,596438,32111.0
1993,76,Female,805691,28175.0
1993,76,Male,556389,32526.0
1993,77,Female,773194,29443.0
1993,77,Male,516057,32677.0
1993,78,Female,757757,31505.0
1993,78,Male,483938,33407.0
1993,79,Female,709841,32712.877999999997
1993,79,Male,435357,32952.5
1993,80,Female,664464,33722.122
1993,80,Male,387177,32686.5
1993,81,Female,591992,34112.0
1993,81,Male,335638,31293.0
1993,82,Female,550548,35585.081
1993,82,Male,295329,30184.0
1993,83,Female,507278,36282.918999999994
1993,83,Male,259157,28814.0
1993,84,Female,459479,35669.661
1993,84,Male,225365,26888.129999999997
1993,85,Female,404936,36342.339
1993,85,Male,188390,25594.87
1993,86,Female,354285,35715.5
1993,86,Male,156803,23129.0
1993,87,Female,312582,34587.5
1993,87,Male,130590,20883.5
1993,88,Female,285762,33277.0
1993,88,Male,112663,18605.5
1993,89,Female,241339,31941.796000000002
1993,89,Male,90589,16609.0
1993,90,Female,199260,29636.204
1993,90,Male,70405,14081.0
1993,91,Female,157461,25973.0
1993,91,Male,53207,11457.5
1993,92,Female,141288,24596.858
1993,92,Male,44773,9930.985
1993,93,Female,106462,21508.033003999997
1993,93,Male,31483,8201.677
1993,94,Female,77602,17677.109
1993,94,Male,21277,6203.838
1993,95,Female,58334,15077.0
1993,95,Male,15210,4963.0
1993,96,Female,45716,12576.0
1993,96,Male,11326,3824.0
1993,97,Female,34759,10304.0
1993,97,Male,8239,2932.0
1993,98,Female,24375,7873.0
1993,98,Male,5601,2075.9999999
1993,99,Female,16471,5689.5
1993,99,Male,3727,1475.5
1994,0,Female,1872248,13923.999999
1994,0,Male,1964865,17840.0
1994,1,Female,1893977,1161.0
1994,1,Male,1988155,1383.5
1994,2,Female,1939713,757.0
1994,2,Male,2028907,1015.5
1994,3,Female,1964683,549.0
1994,3,Male,2058090,806.0
1994,4,Female,1984480,502.0
1994,4,Male,2081744,641.0
1994,5,Female,1908185,360.0
1994,5,Male,2003421,520.0
1994,6,Female,1862678,333.0
1994,6,Male,1951022,472.0
1994,7,Female,1845552,315.0
1994,7,Male,1933116,396.0
1994,8,Female,1796906,307.0
1994,8,Male,1886083,408.0
1994,9,Female,1871210,251.0
1994,9,Male,1966506,398.5
1994,10,Female,1836173,257.0
1994,10,Male,1932300,421.5
1994,11,Female,1861787,263.0
1994,11,Male,1954319,436.0
1994,12,Female,1870967,332.0
1994,12,Male,1961708,522.0
1994,13,Female,1842220,357.0
1994,13,Male,1933118,672.0
1994,14,Female,1854688,515.0
1994,14,Male,1954006,949.0
1994,15,Female,1780126,567.0
1994,15,Male,1883217,1358.0
1994,16,Female,1731670,755.0
1994,16,Male,1840979,1911.0
1994,17,Female,1736755,819.0
1994,17,Male,1855958,2397.0
1994,18,Female,1668647,863.0
1994,18,Male,1756555,2765.0
1994,19,Female,1771832,840.0
1994,19,Male,1850070,3012.0
1994,20,Female,1725888,836.0
1994,20,Male,1802517,2900.0
1994,21,Female,1734675,884.0
1994,21,Male,1808164,3100.0
1994,22,Female,1803270,937.0
1994,22,Male,1871698,3030.0
1994,23,Female,1938056,977.0
1994,23,Male,1990617,3153.0
1994,24,Female,1965876,1014.0
1994,24,Male,2015303,3134.0
1994,25,Female,1917064,1058.0
1994,25,Male,1962760,3023.5
1994,26,Female,1877668,1130.0
1994,26,Male,1902694,3098.5
1994,27,Female,1939474,1254.0
1994,27,Male,1961447,3245.0
1994,28,Female,1922705,1316.0
1994,28,Male,1938421,3697.0
1994,29,Female,2150142,1488.0
1994,29,Male,2167190,4070.0
1994,30,Female,2232534,1644.0
1994,30,Male,2255221,4586.0
1994,31,Female,2205158,1798.5
1994,31,Male,2214232,4886.864
1994,32,Female,2261088,1894.5
1994,32,Male,2268849,5264.136
1994,33,Female,2256544,2206.5209999999997
1994,33,Male,2248038,5573.319
1994,34,Female,2317582,2297.4790000000003
1994,34,Male,2330743,5749.6810000000005
1994,35,Female,2299693,2499.0
1994,35,Male,2299290,6029.0
1994,36,Female,2259752,2655.0
1994,36,Male,2238463,6013.0
1994,37,Female,2256297,2784.0
1994,37,Male,2234201,6556.0
1994,38,Female,2096415,2820.0
1994,38,Male,2059759,6554.0
1994,39,Female,2207751,2999.2889999999998
1994,39,Male,2182986,6887.0
1994,40,Female,2142931,3120.7110000000002
1994,40,Male,2106874,7134.0
1994,41,Female,2024217,3254.0
1994,41,Male,1970680,7203.023
1994,42,Female,1991052,3352.0
1994,42,Male,1942368,7443.977
1994,43,Female,1897300,3538.2389999999996
1994,43,Male,1832191,7338.607
1994,44,Female,1908157,3754.761
1994,44,Male,1868489,7595.393
1994,45,Female,1871604,4116.0
1994,45,Male,1819022,7933.0
1994,46,Female,1819638,4415.0
1994,46,Male,1756585,8124.0
1994,47,Female,1962949,4888.0
1994,47,Male,1898278,8813.0
1994,48,Female,1387460,4227.0
1994,48,Male,1326364,7505.0
1994,49,Female,1503044,4650.0
1994,49,Male,1445626,7841.0
1994,50,Female,1497178,4974.0
1994,50,Male,1433760,8728.0
1994,51,Female,1517955,5678.0
1994,51,Male,1450735,9494.5
1994,52,Female,1331694,5684.0
1994,52,Male,1263658,9370.5
1994,53,Female,1267054,5783.5
1994,53,Male,1195178,9645.462
1994,54,Female,1237546,6020.5
1994,54,Male,1167433,10006.528
1994,55,Female,1199517,6280.0
1994,55,Male,1121963,10438.01
1994,56,Female,1181984,6872.0
1994,56,Male,1098162,10885.0
1994,57,Female,1128619,7319.0
1994,57,Male,1041231,11537.0
1994,58,Female,1079396,8008.3189999999995
1994,58,Male,991549,12396.5
1994,59,Female,1129230,8727.681
1994,59,Male,1037315,13443.5
1994,60,Female,1057229,9065.0
1994,60,Male,954048,14378.0
1994,61,Female,1034297,10218.5
1994,61,Male,930408,15209.0
1994,62,Female,1052628,10946.5
1994,62,Male,932800,17085.0
1994,63,Female,1102683,12118.0
1994,63,Male,976089,18369.736
1994,64,Female,1123045,13378.0
1994,64,Male,986944,20434.764000000003
1994,65,Female,1108630,14450.0
1994,65,Male,949584,21230.784
1994,66,Female,1127476,15787.0
1994,66,Male,951681,23175.716
1994,67,Female,1107230,17312.0
1994,67,Male,914280,24601.5
1994,68,Female,1057595,18505.0
1994,68,Male,856199,25478.5
1994,69,Female,1079045,20350.0
1994,69,Male,856006,27546.0
1994,70,Female,1058246,21567.0
1994,70,Male,826536,28705.0
1994,71,Female,1010430,22539.0
1994,71,Male,783672,29725.0
1994,72,Female,1017215,24530.5
1994,72,Male,783923,31369.5
1994,73,Female,978738,25771.589
1994,73,Male,741034,32125.803
1994,74,Female,914298,26619.911
1994,74,Male,667973,32288.163
1994,75,Female,871699,26830.0
1994,75,Male,618215,31480.034
1994,76,Female,819776,28472.273
1994,76,Male,564456,32581.573
1994,77,Female,777293,29674.727
1994,77,Male,523430,32037.927
1994,78,Female,755159,30897.0
1994,78,Male,488370,32640.0
1994,79,Female,723580,33054.5
1994,79,Male,449584,32698.0
1994,80,Female,670874,34174.258
1994,80,Male,396951,32835.0
1994,81,Female,619876,35057.242
1994,81,Male,350970,31697.0
1994,82,Female,558276,35447.0
1994,82,Male,308432,30204.0
1994,83,Female,518349,36636.0
1994,83,Male,264820,29168.5
1994,84,Female,469213,37007.0
1994,84,Male,230657,27571.5
1994,85,Female,412392,36650.0
1994,85,Male,193804,25790.054
1994,86,Female,371118,36553.0
1994,86,Male,165062,23997.946
1994,87,Female,321138,35185.5
1994,87,Male,135766,21205.5
1994,88,Female,281680,34167.0
1994,88,Male,111496,18930.5
1994,89,Female,254257,32238.0
1994,89,Male,95422,16627.0
1994,90,Female,209268,30251.5
1994,90,Male,74178,14524.0
1994,91,Female,170699,27609.0
1994,91,Male,56786,12307.0
1994,92,Female,133064,24373.0
1994,92,Male,42686,10030.0
1994,93,Female,117797,22118.176
1994,93,Male,34933,8181.284
1994,94,Female,86082,18707.164996
1994,94,Male,24115,6615.716
1994,95,Female,59887,14988.307
1994,95,Male,15423,4874.0
1994,96,Female,45842,12648.351999999999
1994,96,Male,11131,3822.0
1994,97,Female,34787,10143.0
1994,97,Male,8123,2877.0
1994,98,Female,25723,8036.0
1994,98,Male,5724,2124.0
1994,99,Female,17187,5934.0
1994,99,Male,3835,1423.5
1995,0,Female,1850135,13004.999995999999
1995,0,Male,1941251,16663.000003
1995,1,Female,1871549,1088.5
1995,1,Male,1960718,1350.0
1995,2,Female,1899644,686.0
1995,2,Male,1996498,946.0
1995,3,Female,1957550,555.5
1995,3,Male,2046406,714.0
1995,4,Female,2003159,457.0
1995,4,Male,2099595,599.0
1995,5,Female,1990314,360.0
1995,5,Male,2090592,508.0
1995,6,Female,1912716,347.0
1995,6,Male,2006141,435.0
1995,7,Female,1881640,334.0
1995,7,Male,1970356,418.0
1995,8,Female,1818008,267.0
1995,8,Male,1906327,442.0
1995,9,Female,1882351,259.0
1995,9,Male,1979726,411.0
1995,10,Female,1900552,286.0
1995,10,Male,1999592,391.0
1995,11,Female,1832973,301.0
1995,11,Male,1924225,437.0
1995,12,Female,1880826,320.0
1995,12,Male,1973427,523.0
1995,13,Female,1891426,417.0
1995,13,Male,1983604,676.0
1995,14,Female,1860432,486.0
1995,14,Male,1959992,980.0
1995,15,Female,1878402,618.0
1995,15,Male,1986340,1283.911
1995,16,Female,1790639,805.0
1995,16,Male,1905324,1916.089
1995,17,Female,1754908,862.0
1995,17,Male,1876684,2287.0
1995,18,Female,1752307,885.0
1995,18,Male,1846188,2723.0
1995,19,Female,1752875,852.0
1995,19,Male,1830331,2865.0
1995,20,Female,1768596,866.0
1995,20,Male,1852175,2848.0
1995,21,Female,1703293,807.0
1995,21,Male,1779379,2938.0
1995,22,Female,1712499,854.0
1995,22,Male,1779367,2886.0
1995,23,Female,1813901,926.0
1995,23,Male,1873102,2959.0
1995,24,Female,1987644,994.0
1995,24,Male,2030258,3073.3959999999997
1995,25,Female,1995981,1067.0
1995,25,Male,2041170,3021.6040000000003
1995,26,Female,1922233,1111.0
1995,26,Male,1949869,3094.634
1995,27,Female,1916390,1203.0
1995,27,Male,1944150,3166.366
1995,28,Female,1898397,1320.0
1995,28,Male,1916090,3456.0
1995,29,Female,2039602,1408.0
1995,29,Male,2056054,3834.0
1995,30,Female,2172727,1634.5
1995,30,Male,2197852,4357.0
1995,31,Female,2182600,1855.5
1995,31,Male,2193942,4836.0
1995,32,Female,2234381,1916.0
1995,32,Male,2243230,5053.0
1995,33,Female,2257342,2068.0
1995,33,Male,2257863,5247.0
1995,34,Female,2311239,2329.0
1995,34,Male,2321011,5765.0
1995,35,Female,2340963,2515.0
1995,35,Male,2352307,5902.0
1995,36,Female,2266570,2623.5739999999996
1995,36,Male,2243265,6200.0
1995,37,Female,2269115,2858.426
1995,37,Male,2247663,6482.0
1995,38,Female,2190032,3033.0
1995,38,Male,2163642,6742.5
1995,39,Female,2225387,3129.0
1995,39,Male,2192676,7009.5
1995,40,Female,2203381,3251.0
1995,40,Male,2177170,7142.0
1995,41,Female,2082313,3463.0
1995,41,Male,2029788,7444.0
1995,42,Female,2037050,3604.0
1995,42,Male,1986032,7701.0
1995,43,Female,1983583,3788.0
1995,43,Male,1919799,7720.0
1995,44,Female,1923415,3883.0
1995,44,Male,1876617,7788.662
1995,45,Female,1915023,4005.0
1995,45,Male,1867300,8116.338
1995,46,Female,1829825,4231.0
1995,46,Male,1763361,8280.0
1995,47,Female,1840585,4809.0
1995,47,Male,1771790,8820.0
1995,48,Female,1912112,5285.0
1995,48,Male,1846499,9342.818
1995,49,Female,1468193,4689.0
1995,49,Male,1409053,8045.182000000001
