Year,Age,Gender,Population,Deaths
1975,34,Female,1313000,1347.0
1975,34,Male,1263000,2817.0
1975,35,Female,1230000,1532.0
1975,35,Male,1182000,2872.0
1975,36,Female,1202000,1534.0
1975,36,Male,1146000,2979.0
1975,37,Female,1191000,1804.0
1975,37,Male,1132000,3012.0
1975,38,Female,1146000,1806.0
1975,38,Male,1089000,3164.0
1975,39,Female,1161000,2022.0
1975,39,Male,1105000,3540.0
1975,40,Female,1155000,2303.0
1975,40,Male,1111000,3874.0
1975,41,Female,1115000,2358.0
1975,41,Male,1071000,4038.0
1975,42,Female,1138000,2759.0
1975,42,Male,1089000,4641.0
1975,43,Female,1129000,2901.0
1975,43,Male,1086000,4899.0
1975,44,Female,1163000,3237.0
1975,44,Male,1119000,5417.0
1975,45,Female,1226000,3645.0
1975,45,Male,1163000,6265.0
1975,46,Female,1189000,3864.0
1975,46,Male,1126000,6719.0
1975,47,Female,1207000,4508.0
1975,47,Male,1141000,7773.0
1975,48,Female,1202000,4908.0
1975,48,Male,1121000,8258.0
1975,49,Female,1249000,5270.0
1975,49,Male,1154000,9151.0
1975,50,Female,1248000,5986.0
1975,50,Male,1151000,10345.0
1975,51,Female,1261000,6129.0
1975,51,Male,1158000,11184.0
1975,52,Female,1251000,6628.0
1975,52,Male,1144000,11892.0
1975,53,Female,1262000,7226.0
1975,53,Male,1163000,12754.0
1975,54,Female,1213000,7861.0
1975,54,Male,1120000,13976.0
1975,55,Female,1225000,8152.0
1975,55,Male,1121000,14704.0
1975,56,Female,1156000,8527.0
1975,56,Male,1044000,14963.0
1975,57,Female,1095000,9102.0
1975,57,Male,991000,16294.0
1975,58,Female,1060000,9503.0
1975,58,Male,947000,17155.0
1975,59,Female,1062000,9978.0
1975,59,Male,944000,18026.0
1975,60,Female,1022000,10772.0
1975,60,Male,906000,19689.0
1975,61,Female,1022000,11167.0
1975,61,Male,909000,20328.0
1975,62,Female,1017000,12335.0
1975,62,Male,882000,22219.0
1975,63,Female,990000,12522.0
1975,63,Male,850000,22804.0
1975,64,Female,980000,13564.0
1975,64,Male,820000,23920.0
1975,65,Female,1003000,14597.0
1975,65,Male,825000,25265.0
1975,66,Female,950000,14441.0
1975,66,Male,757000,25057.0
1975,67,Female,915000,15907.0
1975,67,Male,722000,26549.0
1975,68,Female,855000,16165.0
1975,68,Male,665000,26882.0
1975,69,Female,813000,17030.0
1975,69,Male,627000,26608.0
1975,70,Female,741000,18277.0
1975,70,Male,560000,26867.0
1975,71,Female,712000,18131.0
1975,71,Male,537000,27039.0
1975,72,Female,663000,19618.0
1975,72,Male,486000,27534.0
1975,73,Female,605000,19431.0
1975,73,Male,434000,26174.0
1975,74,Female,623000,22703.0
1975,74,Male,425000,28221.0
1975,75,Female,608000,23314.0
1975,75,Male,405000,27777.0
1975,76,Female,546000,22211.0
1975,76,Male,351000,25399.0
1975,77,Female,496000,23215.0
1975,77,Male,312000,25557.0
1975,78,Female,482000,24111.0
1975,78,Male,304000,25497.0
1975,79,Female,461000,25649.0
1975,79,Male,281000,25600.0
1975,80,Female,409000,26453.0
1975,80,Male,241000,24712.0
1975,81,Female,384000,25526.0
1975,81,Male,229000,23150.0
1975,82,Female,361000,26648.0
1975,82,Male,206000,23057.0
1975,83,Female,311000,26169.0
1975,83,Male,169000,21388.0
1975,84,Female,266000,25036.0
1975,84,Male,137000,18989.0
1976,0,Female,1523000,20945.0
1976,0,Male,1593000,27320.0
1976,1,Female,1505000,1445.0
1976,1,Male,1575000,1749.0
1976,2,Female,1458000,929.0
1976,2,Male,1528000,1223.0
1976,3,Female,1518000,694.0
1976,3,Male,1582000,1053.0
1976,4,Female,1633000,623.0
1976,4,Male,1702000,890.0
1976,5,Female,1776000,605.0
1976,5,Male,1859000,886.0
1976,6,Female,1746000,515.0
1976,6,Male,1814000,798.0
1976,7,Female,1728000,477.0
1976,7,Male,1799000,691.0
1976,8,Female,1658000,425.0
1976,8,Male,1730000,626.0
1976,9,Female,1748000,386.0
1976,9,Male,1815000,625.0
1976,10,Female,1837000,398.0
1976,10,Male,1919000,646.0
1976,11,Female,1913000,387.0
1976,11,Male,1987000,654.0
1976,12,Female,1983000,424.0
1976,12,Male,2072000,813.0
1976,13,Female,2023000,548.0
1976,13,Male,2109000,1030.0
1976,14,Female,2080000,668.0
1976,14,Male,2163000,1299.0
1976,15,Female,2124000,782.0
1976,15,Male,2216000,1683.0
1976,16,Female,2092000,1000.0
1976,16,Male,2168000,2425.0
1976,17,Female,2103000,1149.0
1976,17,Male,2171000,3083.0
1976,18,Female,2101000,1338.0
1976,18,Male,2150000,3797.0
1976,19,Female,2162000,1291.0
1976,19,Male,2192000,4013.0
1976,20,Female,2086000,1338.0
1976,20,Male,2108000,3931.0
1976,21,Female,2015000,1234.0
1976,21,Male,2032000,4003.0
1976,22,Female,1972000,1240.0
1976,22,Male,1961000,3981.0
1976,23,Female,1921000,1245.0
1976,23,Male,1901000,3680.0
1976,24,Female,1908000,1211.0
1976,24,Male,1892000,3657.0
1976,25,Female,1857000,1206.0
1976,25,Male,1841000,3508.0
1976,26,Female,1775000,1287.0
1976,26,Male,1749000,3262.0
1976,27,Female,1802000,1263.0
1976,27,Male,1765000,3222.0
1976,28,Female,1752000,1308.0
1976,28,Male,1720000,3236.0
1976,29,Female,1971000,1407.0
1976,29,Male,1944000,3203.0
1976,30,Female,1460000,1162.0
1976,30,Male,1440000,2689.0
1976,31,Female,1442000,1275.0
1976,31,Male,1407000,2597.0
1976,32,Female,1476000,1393.0
1976,32,Male,1428000,2732.0
1976,33,Female,1542000,1489.0
1976,33,Male,1489000,2878.0
1976,34,Female,1396000,1477.0
1976,34,Male,1346000,2835.0
1976,35,Female,1298000,1499.0
1976,35,Male,1255000,2716.0
1976,36,Female,1219000,1513.0
1976,36,Male,1167000,2842.0
1976,37,Female,1207000,1699.0
1976,37,Male,1148000,2959.0
1976,38,Female,1178000,1822.0
1976,38,Male,1122000,3248.0
1976,39,Female,1173000,1916.0
1976,39,Male,1117000,3341.0
1976,40,Female,1175000,2181.0
1976,40,Male,1124000,3672.0
1976,41,Female,1133000,2340.0
1976,41,Male,1091000,3942.0
1976,42,Female,1117000,2480.0
1976,42,Male,1072000,4369.0
1976,43,Female,1128000,2755.0
1976,43,Male,1080000,4866.0
1976,44,Female,1136000,3104.0
1976,44,Male,1091000,5205.0
1976,45,Female,1158000,3411.0
1976,45,Male,1106000,6003.0
1976,46,Female,1219000,3869.0
1976,46,Male,1157000,6616.0
1976,47,Female,1190000,4240.0
1976,47,Male,1125000,7146.0
1976,48,Female,1198000,4662.0
1976,48,Male,1122000,8050.0
1976,49,Female,1230000,5133.0
1976,49,Male,1141000,8931.0
1976,50,Female,1213000,5806.0
1976,50,Male,1122000,9787.0
1976,51,Female,1272000,6204.0
1976,51,Male,1168000,10775.0
1976,52,Female,1256000,6724.0
1976,52,Male,1147000,11845.0
1976,53,Female,1250000,7141.0
1976,53,Male,1140000,12568.0
1976,54,Female,1251000,7522.0
1976,54,Male,1149000,13603.0
1976,55,Female,1201000,8036.0
1976,55,Male,1102000,14500.0
1976,56,Female,1220000,8914.0
1976,56,Male,1110000,15461.0
1976,57,Female,1149000,8848.0
1976,57,Male,1031000,16108.0
1976,58,Female,1089000,9663.0
1976,58,Male,971000,16937.0
1976,59,Female,1067000,9918.0
1976,59,Male,945000,17976.0
1976,60,Female,1010000,10564.0
1976,60,Male,892000,19332.0
1976,61,Female,1045000,11505.0
1976,61,Male,925000,20488.0
1976,62,Female,1026000,12513.0
1976,62,Male,896000,22310.0
1976,63,Female,1017000,13009.0
1976,63,Male,871000,23007.0
1976,64,Female,990000,13395.0
1976,64,Male,831000,23576.0
1976,65,Female,978000,14631.0
1976,65,Male,801000,25308.0
1976,66,Female,999000,15017.0
1976,66,Male,803000,25424.0
1976,67,Female,932000,15620.0
1976,67,Male,734000,26216.0
1976,68,Female,902000,16489.0
1976,68,Male,698000,26967.0
1976,69,Female,832000,17357.0
1976,69,Male,639000,27436.0
1976,70,Female,755000,18485.0
1976,70,Male,567000,27577.0
1976,71,Female,744000,18806.0
1976,71,Male,559000,26966.0
1976,72,Female,684000,19385.0
1976,72,Male,500000,27931.0
1976,73,Female,652000,20454.0
1976,73,Male,469000,27534.0
1976,74,Female,584000,20217.0
1976,74,Male,404000,26107.0
1976,75,Female,601000,23608.0
1976,75,Male,396000,28404.0
1976,76,Female,599000,23895.0
1976,76,Male,386000,27132.0
1976,77,Female,527000,23122.0
1976,77,Male,326000,25274.0
1976,78,Female,485000,24170.0
1976,78,Male,299000,25364.0
1976,79,Female,451000,24772.0
1976,79,Male,275000,24882.0
1976,80,Female,413000,26507.0
1976,80,Male,239000,25185.0
1976,81,Female,406000,26133.0
1976,81,Male,238000,23234.0
1976,82,Female,361000,26772.0
1976,82,Male,204000,22495.0
1976,83,Female,335000,27401.0
1976,83,Male,182000,22076.0
1976,84,Female,277000,26146.0
1976,84,Male,146000,20147.0
1977,0,Female,1599000,20100.0
1977,0,Male,1680000,26875.0
1977,1,Female,1483000,1404.0
1977,1,Male,1549000,1753.0
1977,2,Female,1496000,929.0
1977,2,Male,1567000,1259.0
1977,3,Female,1483000,651.0
1977,3,Male,1552000,950.0
1977,4,Female,1544000,603.0
1977,4,Male,1611000,758.0
1977,5,Female,1632000,522.0
1977,5,Male,1702000,824.0
1977,6,Female,1782000,479.0
1977,6,Male,1863000,803.0
1977,7,Female,1775000,434.0
1977,7,Male,1851000,657.0
1977,8,Female,1683000,446.0
1977,8,Male,1753000,656.0
1977,9,Female,1710000,397.0
1977,9,Male,1780000,616.0
1977,10,Female,1790000,386.0
1977,10,Male,1867000,590.0
1977,11,Female,1809000,429.0
1977,11,Male,1887000,675.0
1977,12,Female,1908000,442.0
1977,12,Male,1983000,797.0
1977,13,Female,1995000,532.0
1977,13,Male,2086000,975.0
1977,14,Female,2048000,612.0
1977,14,Male,2131000,1307.0
1977,15,Female,2087000,864.0
1977,15,Male,2177000,1710.0
1977,16,Female,2126000,1086.0
1977,16,Male,2207000,2501.0
1977,17,Female,2097000,1202.0
1977,17,Male,2169000,3136.0
1977,18,Female,2098000,1406.0
1977,18,Male,2140000,3946.0
1977,19,Female,2173000,1312.0
1977,19,Male,2203000,4280.0
1977,20,Female,2161000,1343.0
1977,20,Male,2190000,4181.0
1977,21,Female,2043000,1334.0
1977,21,Male,2062000,4137.0
1977,22,Female,2012000,1288.0
1977,22,Male,2008000,4162.0
1977,23,Female,1977000,1253.0
1977,23,Male,1957000,3809.0
1977,24,Female,1959000,1278.0
1977,24,Male,1943000,3758.0
1977,25,Female,1907000,1170.0
1977,25,Male,1896000,3599.0
1977,26,Female,1844000,1273.0
1977,26,Male,1829000,3465.0
1977,27,Female,1802000,1227.0
1977,27,Male,1769000,3352.0
1977,28,Female,1758000,1300.0
1977,28,Male,1719000,3223.0
1977,29,Female,1845000,1385.0
1977,29,Male,1811000,3298.0
1977,30,Female,2001000,1451.0
1977,30,Male,1984000,3256.0
1977,31,Female,1414000,1262.0
1977,31,Male,1390000,2675.0
1977,32,Female,1457000,1351.0
1977,32,Male,1413000,2804.0
1977,33,Female,1467000,1358.0
1977,33,Male,1410000,2815.0
1977,34,Female,1589000,1578.0
1977,34,Male,1536000,3091.0
1977,35,Female,1377000,1540.0
1977,35,Male,1335000,2954.0
1977,36,Female,1283000,1642.0
1977,36,Male,1236000,2953.0
1977,37,Female,1224000,1674.0
1977,37,Male,1168000,3056.0
1977,38,Female,1190000,1825.0
1977,38,Male,1134000,3165.0
1977,39,Female,1209000,1824.0
1977,39,Male,1154000,3403.0
1977,40,Female,1188000,2076.0
1977,40,Male,1138000,3432.0
1977,41,Female,1148000,2289.0
1977,41,Male,1099000,3961.0
1977,42,Female,1134000,2596.0
1977,42,Male,1093000,4358.0
1977,43,Female,1106000,2742.0
1977,43,Male,1062000,4652.0
1977,44,Female,1137000,2949.0
1977,44,Male,1086000,5018.0
1977,45,Female,1130000,3353.0
1977,45,Male,1078000,5444.0
1977,46,Female,1151000,3555.0
1977,46,Male,1101000,6180.0
1977,47,Female,1220000,4091.0
1977,47,Male,1157000,6880.0
1977,48,Female,1179000,4339.0
1977,48,Male,1104000,7790.0
1977,49,Female,1230000,5051.0
1977,49,Male,1146000,8800.0
1977,50,Female,1189000,5508.0
1977,50,Male,1105000,9561.0
1977,51,Female,1241000,6021.0
1977,51,Male,1142000,10306.0
1977,52,Female,1267000,6642.0
1977,52,Male,1157000,11650.0
1977,53,Female,1255000,7103.0
1977,53,Male,1146000,12387.0
1977,54,Female,1239000,7328.0
1977,54,Male,1127000,13134.0
1977,55,Female,1238000,8079.0
1977,55,Male,1131000,14579.0
1977,56,Female,1197000,8614.0
1977,56,Male,1091000,15253.0
1977,57,Female,1213000,9227.0
1977,57,Male,1097000,16195.0
1977,58,Female,1144000,9451.0
1977,58,Male,1010000,16421.0
1977,59,Female,1099000,9888.0
1977,59,Male,971000,17867.0
1977,60,Female,1007000,10673.0
1977,60,Male,886000,18437.0
1977,61,Female,1038000,11074.0
1977,61,Male,917000,19787.0
1977,62,Female,1051000,12297.0
1977,62,Male,912000,21906.0
1977,63,Female,1025000,12936.0
1977,63,Male,884000,22916.0
1977,64,Female,1016000,13613.0
1977,64,Male,851000,23459.0
1977,65,Female,987000,14491.0
1977,65,Male,812000,24760.0
1977,66,Female,973000,15071.0
1977,66,Male,779000,25273.0
1977,67,Female,979000,16011.0
1977,67,Male,780000,26176.0
1977,68,Female,921000,16448.0
1977,68,Male,711000,26236.0
1977,69,Female,877000,17602.0
1977,69,Male,672000,27428.0
1977,70,Female,767000,18093.0
1977,70,Male,573000,27489.0
1977,71,Female,764000,18842.0
1977,71,Male,572000,27466.0
1977,72,Female,716000,19494.0
1977,72,Male,521000,27909.0
1977,73,Female,677000,20545.0
1977,73,Male,485000,27807.0
1977,74,Female,633000,20968.0
1977,74,Male,439000,27486.0
1977,75,Female,563000,21242.0
1977,75,Male,376000,26173.0
1977,76,Female,595000,24012.0
1977,76,Male,378000,27473.0
1977,77,Female,582000,24427.0
1977,77,Male,362000,26854.0
1977,78,Female,520000,23311.0
1977,78,Male,315000,24445.0
1977,79,Female,453000,24504.0
1977,79,Male,270000,24607.0
1977,80,Female,399000,25613.0
1977,80,Male,229000,24206.0
1977,81,Female,414000,25972.0
1977,81,Male,238000,23570.0
1977,82,Female,383000,26270.0
1977,82,Male,212000,22564.0
1977,83,Female,336000,26483.0
1977,83,Male,179000,21677.0
1977,84,Female,298000,26825.0
1977,84,Male,158000,20370.0
1978,0,Female,1624000,19857.0
1978,0,Male,1702000,26088.0
1978,1,Female,1551000,1481.0
1978,1,Male,1627000,1798.0
1978,2,Female,1478000,889.0
1978,2,Male,1545000,1274.0
1978,3,Female,1524000,665.0
1978,3,Male,1593000,987.0
1978,4,Female,1509000,528.0
1978,4,Male,1581000,807.0
1978,5,Female,1545000,516.0
1978,5,Male,1612000,719.0
1978,6,Female,1637000,487.0
1978,6,Male,1706000,730.0
1978,7,Female,1816000,462.0
1978,7,Male,1905000,696.0
1978,8,Female,1726000,442.0
1978,8,Male,1801000,627.0
1978,9,Female,1741000,390.0
1978,9,Male,1811000,580.0
1978,10,Female,1749000,384.0
1978,10,Male,1830000,580.0
1978,11,Female,1769000,358.0
1978,11,Male,1841000,644.0
1978,12,Female,1803000,397.0
1978,12,Male,1881000,723.0
1978,13,Female,1922000,513.0
1978,13,Male,1999000,1001.0
1978,14,Female,2020000,587.0
1978,14,Male,2106000,1194.0
1978,15,Female,2059000,845.0
1978,15,Male,2150000,1595.0
1978,16,Female,2094000,1043.0
1978,16,Male,2172000,2423.0
1978,17,Female,2133000,1181.0
1978,17,Male,2211000,3255.0
1978,18,Female,2089000,1363.0
1978,18,Male,2141000,3916.0
1978,19,Female,2180000,1302.0
1978,19,Male,2207000,4277.0
1978,20,Female,2170000,1336.0
1978,20,Male,2195000,4228.0
1978,21,Female,2122000,1378.0
1978,21,Male,2140000,4356.0
1978,22,Female,2044000,1389.0
1978,22,Male,2037000,4141.0
1978,23,Female,2022000,1361.0
1978,23,Male,2006000,4063.0
1978,24,Female,2015000,1285.0
1978,24,Male,1996000,3763.0
1978,25,Female,1965000,1302.0
1978,25,Male,1950000,3697.0
1978,26,Female,1897000,1243.0
1978,26,Male,1886000,3460.0
1978,27,Female,1873000,1303.0
1978,27,Male,1851000,3425.0
1978,28,Female,1754000,1351.0
1978,28,Male,1717000,3238.0
1978,29,Female,1868000,1372.0
1978,29,Male,1824000,3283.0
1978,30,Female,1865000,1379.0
1978,30,Male,1840000,3267.0
1978,31,Female,1945000,1436.0
1978,31,Male,1922000,3308.0
1978,32,Female,1431000,1373.0
1978,32,Male,1398000,2751.0
1978,33,Female,1451000,1380.0
1978,33,Male,1397000,2798.0
1978,34,Female,1513000,1475.0
1978,34,Male,1456000,2981.0
1978,35,Female,1566000,1611.0
1978,35,Male,1524000,3191.0
1978,36,Female,1361000,1660.0
1978,36,Male,1314000,3078.0
1978,37,Female,1290000,1656.0
1978,37,Male,1238000,3186.0
1978,38,Female,1206000,1750.0
1978,38,Male,1153000,3250.0
1978,39,Female,1228000,1866.0
1978,39,Male,1172000,3434.0
1978,40,Female,1229000,2070.0
1978,40,Male,1178000,3555.0
1978,41,Female,1158000,2225.0
1978,41,Male,1109000,3870.0
1978,42,Female,1152000,2490.0
1978,42,Male,1101000,4262.0
1978,43,Female,1124000,2788.0
1978,43,Male,1082000,4548.0
1978,44,Female,1118000,2841.0
1978,44,Male,1071000,4838.0
1978,45,Female,1133000,3301.0
1978,45,Male,1072000,5466.0
1978,46,Female,1125000,3549.0
1978,46,Male,1074000,5808.0
1978,47,Female,1154000,3947.0
1978,47,Male,1102000,6745.0
1978,48,Female,1210000,4419.0
1978,48,Male,1134000,7454.0
1978,49,Female,1217000,4669.0
1978,49,Male,1132000,8237.0
1978,50,Female,1184000,5347.0
1978,50,Male,1105000,9267.0
1978,51,Female,1221000,5757.0
1978,51,Male,1129000,10113.0
1978,52,Female,1237000,6365.0
1978,52,Male,1131000,11050.0
1978,53,Female,1268000,7011.0
1978,53,Male,1158000,12190.0
1978,54,Female,1246000,7419.0
1978,54,Male,1134000,13281.0
1978,55,Female,1227000,7881.0
1978,55,Male,1110000,13860.0
1978,56,Female,1236000,8505.0
1978,56,Male,1122000,15249.0
1978,57,Female,1192000,9101.0
1978,57,Male,1080000,16296.0
1978,58,Female,1211000,9977.0
1978,58,Male,1077000,17162.0
1978,59,Female,1158000,10031.0
1978,59,Male,1015000,17376.0
1978,60,Female,1031000,10711.0
1978,60,Male,906000,18790.0
1978,61,Female,1043000,11169.0
1978,61,Male,919000,19608.0
1978,62,Female,1046000,12238.0
1978,62,Male,905000,21298.0
1978,63,Female,1049000,12981.0
1978,63,Male,902000,22873.0
1978,64,Female,1022000,13749.0
1978,64,Male,863000,23996.0
1978,65,Female,1012000,14774.0
1978,65,Male,831000,24643.0
1978,66,Female,980000,15040.0
1978,66,Male,789000,25329.0
1978,67,Female,951000,16307.0
1978,67,Male,756000,26621.0
1978,68,Female,969000,16841.0
1978,68,Male,757000,27039.0
1978,69,Female,897000,17471.0
1978,69,Male,685000,27163.0
1978,70,Female,805000,18529.0
1978,70,Male,599000,28053.0
1978,71,Female,782000,18867.0
1978,71,Male,583000,27921.0
1978,72,Female,735000,20376.0
1978,72,Male,532000,28493.0
1978,73,Female,712000,20827.0
1978,73,Male,509000,28102.0
1978,74,Female,658000,21594.0
1978,74,Male,455000,28269.0
1978,75,Female,611000,22747.0
1978,75,Male,410000,27675.0
1978,76,Female,555000,22111.0
1978,76,Male,357000,26302.0
1978,77,Female,578000,25108.0
1978,77,Male,354000,27404.0
1978,78,Female,578000,25504.0
1978,78,Male,357000,26322.0
1978,79,Female,486000,24246.0
1978,79,Male,285000,23851.0
1978,80,Female,396000,25630.0
1978,80,Male,221000,24252.0
1978,81,Female,401000,26119.0
1978,81,Male,231000,23463.0
1978,82,Female,390000,27330.0
1978,82,Male,211000,23185.0
1978,83,Female,355000,27144.0
1978,83,Male,186000,21642.0
1978,84,Female,295000,26993.0
1978,84,Male,154000,20298.0
1979,0,Female,1673000,19685.0
1979,0,Male,1753000,25980.0
1979,1,Female,1569000,1415.0
1979,1,Male,1643000,1659.0
1979,2,Female,1549000,867.0
1979,2,Male,1625000,1180.0
1979,3,Female,1506000,660.0
1979,3,Male,1571000,979.0
1979,4,Female,1551000,575.0
1979,4,Male,1624000,773.0
1979,5,Female,1510000,484.0
1979,5,Male,1582000,718.0
1979,6,Female,1549000,440.0
1979,6,Male,1615000,654.0
1979,7,Female,1672000,369.0
1979,7,Male,1749000,601.0
1979,8,Female,1763000,425.0
1979,8,Male,1850000,598.0
1979,9,Female,1791000,381.0
1979,9,Male,1864000,608.0
1979,10,Female,1777000,346.0
1979,10,Male,1857000,568.0
1979,11,Female,1733000,318.0
1979,11,Male,1809000,587.0
1979,12,Female,1761000,402.0
1979,12,Male,1833000,666.0
1979,13,Female,1817000,463.0
1979,13,Male,1898000,838.0
1979,14,Female,1944000,576.0
1979,14,Male,2016000,1104.0
1979,15,Female,2033000,770.0
1979,15,Male,2127000,1617.0
1979,16,Female,2068000,1026.0
1979,16,Male,2146000,2396.0
1979,17,Female,2099000,1126.0
1979,17,Male,2176000,3177.0
1979,18,Female,2119000,1280.0
1979,18,Male,2183000,4060.0
1979,19,Female,2178000,1336.0
1979,19,Male,2217000,4297.0
1979,20,Female,2173000,1286.0
1979,20,Male,2194000,4338.0
1979,21,Female,2134000,1358.0
1979,21,Male,2152000,4240.0
1979,22,Female,2123000,1317.0
1979,22,Male,2123000,4329.0
1979,23,Female,2056000,1328.0
1979,23,Male,2041000,4158.0
1979,24,Female,2056000,1291.0
1979,24,Male,2044000,3989.0
1979,25,Female,2024000,1308.0
1979,25,Male,2007000,3950.0
1979,26,Female,1955000,1308.0
1979,26,Male,1942000,3728.0
1979,27,Female,1925000,1276.0
1979,27,Male,1908000,3697.0
1979,28,Female,1816000,1314.0
1979,28,Male,1788000,3507.0
1979,29,Female,1876000,1276.0
1979,29,Male,1835000,3450.0
1979,30,Female,1876000,1323.0
1979,30,Male,1843000,3445.0
1979,31,Female,1818000,1433.0
1979,31,Male,1787000,3424.0
1979,32,Female,1964000,1559.0
1979,32,Male,1928000,3399.0
1979,33,Female,1425000,1366.0
1979,33,Male,1381000,2898.0
1979,34,Female,1496000,1432.0
1979,34,Male,1443000,2848.0
1979,35,Female,1488000,1570.0
1979,35,Male,1444000,3153.0
1979,36,Female,1543000,1800.0
1979,36,Male,1497000,3334.0
1979,37,Female,1369000,1774.0
1979,37,Male,1317000,3154.0
1979,38,Female,1269000,1768.0
1979,38,Male,1220000,3295.0
1979,39,Female,1249000,1886.0
1979,39,Male,1196000,3369.0
1979,40,Female,1250000,1958.0
1979,40,Male,1199000,3578.0
1979,41,Female,1193000,2072.0
1979,41,Male,1144000,3779.0
1979,42,Female,1162000,2393.0
1979,42,Male,1112000,4054.0
1979,43,Female,1140000,2609.0
1979,43,Male,1090000,4432.0
1979,44,Female,1138000,2836.0
1979,44,Male,1093000,4909.0
1979,45,Female,1114000,2866.0
1979,45,Male,1056000,5155.0
1979,46,Female,1127000,3376.0
1979,46,Male,1068000,5845.0
1979,47,Female,1129000,3640.0
1979,47,Male,1075000,6277.0
1979,48,Female,1143000,4075.0
1979,48,Male,1078000,6980.0
1979,49,Female,1253000,4456.0
1979,49,Male,1167000,8109.0
1979,50,Female,1166000,5011.0
1979,50,Male,1088000,8765.0
1979,51,Female,1221000,5487.0
1979,51,Male,1135000,9750.0
1979,52,Female,1217000,6075.0
1979,52,Male,1119000,10742.0
1979,53,Female,1240000,6723.0
1979,53,Male,1134000,11776.0
1979,54,Female,1259000,7353.0
1979,54,Male,1147000,12804.0
1979,55,Female,1233000,7828.0
1979,55,Male,1116000,13598.0
1979,56,Female,1226000,8225.0
1979,56,Male,1101000,14373.0
1979,57,Female,1232000,8991.0
1979,57,Male,1111000,15877.0
1979,58,Female,1190000,9561.0
1979,58,Male,1058000,17040.0
1979,59,Female,1229000,10203.0
1979,59,Male,1085000,17926.0
1979,60,Female,1080000,10599.0
1979,60,Male,940000,18119.0
1979,61,Female,1075000,11027.0
1979,61,Male,947000,19382.0
1979,62,Female,1053000,11972.0
1979,62,Male,907000,20757.0
1979,63,Female,1044000,12614.0
1979,63,Male,894000,21796.0
1979,64,Female,1046000,13658.0
1979,64,Male,880000,23420.0
1979,65,Female,1018000,14733.0
1979,65,Male,843000,24737.0
1979,66,Female,1004000,14997.0
1979,66,Male,808000,24966.0
1979,67,Female,956000,15620.0
1979,67,Male,766000,25567.0
1979,68,Female,942000,16910.0
1979,68,Male,734000,26615.0
1979,69,Female,943000,17681.0
1979,69,Male,732000,27181.0
1979,70,Female,817000,18230.0
1979,70,Male,606000,27411.0
1979,71,Female,827000,19202.0
1979,71,Male,617000,27959.0
1979,72,Female,752000,20195.0
1979,72,Male,542000,28336.0
1979,73,Female,735000,20912.0
1979,73,Male,522000,28162.0
1979,74,Female,695000,21604.0
1979,74,Male,478000,28237.0
1979,75,Female,638000,22466.0
1979,75,Male,427000,27924.0
1979,76,Female,608000,22894.0
1979,76,Male,394000,26840.0
1979,77,Female,538000,22614.0
1979,77,Male,333000,25477.0
1979,78,Female,576000,25764.0
1979,78,Male,350000,26557.0
1979,79,Female,539000,25872.0
1979,79,Male,321000,25414.0
1979,80,Female,421000,25021.0
1979,80,Male,232000,23300.0
1979,81,Female,401000,25571.0
1979,81,Male,224000,23008.0
1979,82,Female,377000,26401.0
1979,82,Male,204000,21999.0
1979,83,Female,361000,27364.0
1979,83,Male,185000,21690.0
1979,84,Female,311000,27393.0
1979,84,Male,160000,20107.0
1980,0,Female,1739898,19722.0
1980,0,Male,1819959,25804.0
1980,1,Female,1618532,1408.0
1980,1,Male,1697003,1836.0
1980,2,Female,1569137,894.0
1980,2,Male,1641032,1208.0
1980,3,Female,1581299,651.0
1980,3,Male,1656800,978.0
1980,4,Female,1528103,473.0
1980,4,Male,1599421,739.0
1980,5,Female,1552659,474.0
1980,5,Male,1627209,611.0
1980,6,Female,1519508,429.0
1980,6,Male,1590999,595.0
1980,7,Female,1587554,386.0
1980,7,Male,1660137,600.0
1980,8,Female,1626464,381.0
1980,8,Male,1702308,589.0
1980,9,Female,1824754,416.0
1980,9,Male,1910761,594.0
1980,10,Female,1820479,366.0
1980,10,Male,1908606,571.0
1980,11,Female,1764490,358.0
1980,11,Male,1840223,566.0
1980,12,Female,1726215,390.0
1980,12,Male,1800779,627.0
1980,13,Female,1777842,408.0
1980,13,Male,1848204,746.0
1980,14,Female,1834097,521.0
1980,14,Male,1915400,1061.0
1980,15,Female,1960229,750.0
1980,15,Male,2038599,1485.0
1980,16,Female,2039573,1002.0
1980,16,Male,2130433,2426.0
1980,17,Female,2063104,1133.0
1980,17,Male,2161643,3081.0
1980,18,Female,2087663,1318.0
1980,18,Male,2142172,3940.0
1980,19,Female,2230806,1323.0
1980,19,Male,2256718,4275.0
1980,20,Female,2178872,1338.0
1980,20,Male,2193229,4388.0
1980,21,Female,2145940,1341.0
1980,21,Male,2151134,4432.0
1980,22,Female,2133337,1251.0
1980,22,Male,2142121,4406.0
1980,23,Female,2138494,1298.0
1980,23,Male,2133812,4337.0
1980,24,Female,2086718,1370.0
1980,24,Male,2082048,4133.0
1980,25,Female,2070704,1334.0
1980,25,Male,2062276,4099.0
1980,26,Female,2018570,1326.0
1980,26,Male,2000848,3908.0
1980,27,Female,1988156,1331.0
1980,27,Male,1963195,3871.0
1980,28,Female,1862717,1376.0
1980,28,Male,1837856,3567.0
1980,29,Female,1953245,1328.0
1980,29,Male,1928399,3592.0
1980,30,Female,1874807,1441.0
