Year,Age,mx_male,mx_female,mx_diff
1972,15,0.0009401473296500921,0.0004585131894484412,0.00048163414020165084
1972,16,0.0013815028901734104,0.0005344655344655345,0.0008470373557078759
1972,17,0.0016510721247563352,0.0006774193548387097,0.0009736527699176255
1972,18,0.001974823766364552,0.0006809160305343511,0.0012939077358302005
1972,19,0.002054358974358974,0.0007090163934426229,0.0013453425809163513
1972,20,0.002120608285264814,0.0006923879040667362,0.0014282203811980777
1972,21,0.0023466666666666666,0.0007226798462383305,0.001623986820428336
1972,22,0.002221700879765396,0.0007547169811320754,0.0014669838986333206
1972,23,0.0021799881586737715,0.0007151862464183381,0.0014648019122554335
1972,24,0.0021009753298909927,0.0007879127028539452,0.0013130626270370475
1972,25,0.0018722044728434505,0.0007069963177275118,0.0011652081551159388
1972,26,0.0020684014869888478,0.0008374816983894583,0.0012309197885993894
1972,27,0.0019681390296886316,0.0008307475317348378,0.0011373914979537938
1972,28,0.0020201583873290137,0.0008653175157013259,0.0011548408716276879
1972,29,0.002074866310160428,0.0009048239895697523,0.0011700423205906756
1972,30,0.0019592430858806405,0.0009481165600568586,0.0010111265258237819
1972,31,0.002125,0.0010631911532385466,0.0010618088467614535
1972,32,0.0022982005141388173,0.0011643270024772915,0.0011338735116615257
1972,33,0.002437389770723104,0.0012972972972972972,0.001140092473425807
1972,34,0.002394415357766143,0.0013016666666666667,0.0010927486910994764
1972,35,0.002631674208144796,0.00146286701208981,0.0011688071960549863
1972,36,0.0028033088235294118,0.0015668122270742358,0.001236496596455176
1972,37,0.003022222222222222,0.0017208480565371026,0.0013013741656851196
1972,38,0.0032400756143667296,0.001891989198919892,0.0013480864154468376
1972,39,0.0035138121546961325,0.0019720034995625545,0.001541808655133578
1972,40,0.0038256130790190737,0.0021447253705318223,0.0016808877084872513
1972,41,0.0041479500891265595,0.002341045415595544,0.0018069046735310155
1972,42,0.004664406779661017,0.002720064724919094,0.0019443420547419227
1972,43,0.004971128608923884,0.002987510407993339,0.0019836182009305456
1972,44,0.0055150992234685075,0.0032387202625102545,0.002276378960958253
1972,45,0.006282229965156794,0.0033957307060755336,0.0028864992590812606
1972,46,0.006978354978354979,0.0037714748784440843,0.0032068800999108943
1972,47,0.007395072217502124,0.004283452098178939,0.003111620119323185
1972,48,0.00812769628990509,0.0044256,0.0037020962899050897
1972,49,0.008700516351118761,0.0046391096979332275,0.0040614066531855335
1972,50,0.009595563139931741,0.004980922098569158,0.0046146410413625836
1972,51,0.010644038294168842,0.0053262987012987015,0.00531773959287014
1972,52,0.011045650301464255,0.005814844373503591,0.005230805927960664
1972,53,0.012115808823529412,0.006349662162162162,0.00576614666136725
1972,54,0.01388394584139265,0.006849241748438894,0.007034704092953756
1972,55,0.01531859296482412,0.007431209602954755,0.007887383361869366
1972,56,0.016420731707317074,0.008366511627906977,0.008054220079410097
1972,57,0.018040774719673802,0.008490706319702602,0.0095500683999712
1972,58,0.019606315789473684,0.009565965583173996,0.010040350206299687
1972,59,0.02114655172413793,0.010314671814671815,0.010831879909466114
1972,60,0.023597727272727274,0.011397565922920893,0.012200161349806381
1972,61,0.025482678983833718,0.012014314928425357,0.01346836405540836
1972,62,0.02692078071182549,0.01291875626880642,0.01400202444301907
1972,63,0.029426108374384235,0.013143157894736843,0.016282950479647392
1972,64,0.03196934865900383,0.014744635193133047,0.017224713465870786
1972,65,0.034702185792349724,0.016783295711060946,0.017918890081288778
1972,66,0.03649643366619115,0.01771296296296296,0.01878347070322819
1972,67,0.040275862068965516,0.019805522208883552,0.020470339860081965
1972,68,0.043212903225806454,0.021346938775510204,0.02186596445029625
1972,69,0.046674740484429066,0.023710419485791612,0.022964320998637454
1972,70,0.05217391304347826,0.02714848484848485,0.02502542819499341
1972,71,0.056423529411764706,0.029455072463768116,0.02696845694799659
1972,72,0.05953061224489796,0.03228740740740741,0.02724320483749055
1972,73,0.06196304849884526,0.03422697368421053,0.027736074814634734
1972,74,0.07183631713554987,0.04019784172661871,0.031638475408931166
1972,75,0.07668834688346883,0.044431519699812384,0.032256827183656446
1972,76,0.08217613636363637,0.04702095238095238,0.03515518398268399
1972,77,0.08522935779816514,0.050795959595959596,0.03443339820220554
1972,78,0.09247651006711409,0.057431718061674006,0.035044792005440084
1972,79,0.10008058608058608,0.06301408450704225,0.037066501573543825
1972,80,0.11086086956521739,0.07398921832884096,0.036871651236376424
1972,81,0.11408823529411764,0.0755906432748538,0.03849759201926384
1972,82,0.11747692307692308,0.08040963855421687,0.037067284522706204
1972,83,0.12981065088757396,0.09088054607508532,0.03893010481248864
1972,84,0.15011940298507462,0.10577021276595745,0.044349190219117166
1973,0,0.020016270337922405,0.01542156862745098,0.004594701710471424
1973,1,0.0013106971153846155,0.0011032540675844807,0.0002074430478001348
1973,2,0.0008917869034406216,0.0007325581395348838,0.0001592287639057378
1973,3,0.0007322834645669291,0.0005081967213114754,0.00022408674325545368
1973,4,0.0006185332575326891,0.00045717660956881275,0.00016135664796387633
1973,5,0.0005795847750865051,0.0004046903187011425,0.00017489445638536264
1973,6,0.00048141891891891893,0.00039067055393586004,9.074836498305889e-05
1973,7,0.0005,0.00033952702702702705,0.00016047297297297296
1973,8,0.000424321503131524,0.00030065005417118096,0.00012367144896034303
1973,9,0.00042298288508557457,0.00028112244897959186,0.0001418604361059827
1973,10,0.00040709617180205416,0.00024062347783731125,0.0001664726939647429
1973,11,0.0003963155408597071,0.00026660108214461386,0.00012971445871509327
1973,12,0.00046367422489588156,0.0002718072289156626,0.00019186699598021893
1973,13,0.0005689493433395872,0.00030671859785783836,0.0002622307454817489
1973,14,0.000716789667896679,0.0003619866284622732,0.00035480303943440577
1973,15,0.0009288664525011473,0.000441738299904489,0.0004871281525966583
1973,16,0.0013336422613531046,0.0005521885521885522,0.0007814537091645525
1973,17,0.0016392496392496393,0.000628727634194831,0.0010105220050548084
1973,18,0.0020842779694430756,0.000715,0.0013692779694430756
1973,19,0.002084703537618336,0.0007056772908366534,0.0013790262467816825
1973,20,0.0021664114344053086,0.0007187817258883249,0.0014476297085169838
1973,21,0.002263440860215054,0.0007271268057784912,0.001536314054436563
1973,22,0.0022406685236768804,0.0007257709251101322,0.001514897598566748
1973,23,0.0022595196250732278,0.0006941580756013746,0.0015653615494718531
1973,24,0.002065564424173318,0.0007167501391207568,0.0013488142850525612
1973,25,0.0021081854607899256,0.0007146080090242526,0.001393577451765673
1973,26,0.0018810926620246385,0.0007075371549893843,0.0011735555070352542
1973,27,0.0020578330893118594,0.0008942446043165468,0.0011635884849953127
1973,28,0.002137855579868709,0.0008792613636363636,0.0012585942162323454
1973,29,0.0020625439212930427,0.0008551912568306011,0.0012073526644624417
1973,30,0.0020031928480204342,0.0009218261413383365,0.0010813667066820977
1973,31,0.002061643835616438,0.001043026706231454,0.0010186171293849842
1973,32,0.002282258064516129,0.0010624512099921936,0.0012198068545239355
1973,33,0.002386343993085566,0.0012379767827529022,0.0011483672103326638
1973,34,0.0024073756432247,0.0012573770491803278,0.001149998594044372
1973,35,0.00263254593175853,0.0013768844221105528,0.0012556615096479774
1973,36,0.002760473588342441,0.0015641247833622185,0.0011963488049802225
1973,37,0.0030128676470588234,0.0016861377506538796,0.0013267298964049438
1973,38,0.003303903345724907,0.0018524444444444445,0.0014514589012804625
1973,39,0.0035032618825722272,0.0020258236865538736,0.0014774381960183536
1973,40,0.003834394904458599,0.0021815812337098177,0.0016528136707487811
1973,41,0.004053016453382084,0.0023479789103690685,0.0017050375430130156
1973,42,0.0045618878005342835,0.00258147512864494,0.0019804126718893436
1973,43,0.004853492333901192,0.0028470301057770546,0.0020064622281241377
1973,44,0.005300962379702537,0.0030749375520399665,0.0022260248276625705
1973,45,0.006097391304347826,0.0032627677100494235,0.0028346235942984027
1973,46,0.0067256792287467134,0.0037976878612716765,0.002927991367475037
1973,47,0.0072728062554300605,0.00409017059301381,0.003182635662416251
1973,48,0.007985420240137221,0.004454689984101748,0.0035307302560354725
1973,49,0.00857791095890411,0.0045557312252964425,0.0040221797336076675
1973,50,0.009536244541484716,0.005104754230459307,0.004431490311025408
1973,51,0.009967714528462191,0.005279968454258675,0.004687746074203516
1973,52,0.011218421052631579,0.005811074918566775,0.005407346134064804
1973,53,0.0115703125,0.006167467948717949,0.005402844551282052
1973,54,0.0131547064305685,0.006751918158567775,0.006402788272000724
1973,55,0.01469253438113949,0.007403967538322813,0.0072885668428166765
1973,56,0.016269113149847095,0.008174883720930233,0.008094229428916862
1973,57,0.017834881320949434,0.008951219512195121,0.008883661808754313
1973,58,0.019096774193548386,0.00930365510777882,0.009793119085769566
1973,59,0.02108839190628328,0.010328544061302682,0.010759847844980597
1973,60,0.023571748878923767,0.011212935323383084,0.012358813555540683
1973,61,0.02434321550741163,0.011680485338725986,0.012662730168685646
1973,62,0.027541176470588236,0.013184237461617196,0.01435693900897104
1973,63,0.02809895227008149,0.01316,0.014938952270081489
1973,64,0.030780150753768845,0.014348008385744234,0.01643214236802461
1973,65,0.034139686684073106,0.016113612004287247,0.01802607467978586
1973,66,0.036306179775280896,0.017141562853907135,0.01916461692137376
1973,67,0.039254786450662736,0.018988262910798123,0.020266523539864613
1973,68,0.04205460218408737,0.02047735618115055,0.021577246002936815
1973,69,0.04630522765598651,0.022793692509855454,0.02351153514613106
1973,70,0.051902621722846445,0.026383404864091558,0.025519216858754887
1973,71,0.05410040983606557,0.02781578947368421,0.026284620362381363
1973,72,0.061563941299790356,0.03305128205128205,0.028512659248508307
1973,73,0.06141935483870968,0.034193893129770996,0.027225461708938685
1973,74,0.0670273631840796,0.036804459691252144,0.030222903492827462
1973,75,0.07718836565096952,0.043689265536723164,0.03349910011424636
1973,76,0.07955523255813954,0.04618871595330739,0.03336651660483215
1973,77,0.08609815950920245,0.05069246031746032,0.035405699191742135
1973,78,0.08911400651465798,0.05567223382045929,0.033441772694198686
1973,79,0.09832352941176471,0.062221445221445223,0.03610208419031949
1973,80,0.10958333333333334,0.07163358778625954,0.037949745547073796
1973,81,0.11321495327102804,0.07450280898876405,0.038712144282263994
1973,82,0.1251546961325967,0.08285625,0.04229844613259669
1973,83,0.1264393063583815,0.08767524115755627,0.03876406520082522
1973,84,0.1399530201342282,0.09933208955223881,0.04062093058198939
1974,0,0.01931485022307202,0.01502072192513369,0.0042941282979383315
1974,1,0.0012057324840764332,0.0010458167330677291,0.00015991575100870407
1974,2,0.0008519417475728155,0.0006504116529449019,0.0002015300946279137
1974,3,0.0006922234392113911,0.0005292096219931271,0.00016301381721826392
1974,4,0.0005674778761061947,0.0004131185270425777,0.000154359349063617
1974,5,0.0005025582717453098,0.00036723832052040214,0.00013531995122490766
1974,6,0.00047298850574712645,0.00031761194029850744,0.000155376565448619
1974,7,0.0004339622641509434,0.00030219146482122263,0.00013177079932972076
1974,8,0.00041345093715545756,0.0002716829408385985,0.00014176799631685904
1974,9,0.00039540816326530615,0.00024497354497354497,0.00015043461829176118
1974,10,0.0003511342155009452,0.00022936233316856155,0.00012177188233238363
1974,11,0.0003690248565965583,0.0002481315396113602,0.00012089331698519808
1974,12,0.00044020715630885125,0.00027268268759195684,0.0001675244687168944
1974,13,0.0005524861878453039,0.0003018687110685194,0.0002506174767767845
1974,14,0.0006928406466512702,0.0003408437200383509,0.0003519969266129193
1974,15,0.0008474264705882353,0.0004062947067238913,0.00044113176386434405
1974,16,0.0012390401476695893,0.0005052631578947368,0.0007337769897748525
1974,17,0.001579750346740638,0.0005519387266634754,0.0010278116200771626
1974,18,0.0019398350315380883,0.0006511857707509882,0.0012886492607871
1974,19,0.0020790878214459,0.0006702439024390244,0.0014088439190068755
1974,20,0.0019645320197044336,0.0006269173676397823,0.0013376146520646514
1974,21,0.0021650182196772515,0.0006840187402394586,0.001480999479437793
1974,22,0.002136043360433604,0.0006759656652360515,0.0014600776951975527
1974,23,0.0021386249301285636,0.0006765840220385675,0.001462040908089996
1974,24,0.002038658328595793,0.000697881828316611,0.001340776500279182
1974,25,0.0020284900284900285,0.000715565509518477,0.0013129245189715515
1974,26,0.0019331797235023042,0.0007434584755403868,0.0011897212479619174
1974,27,0.0018186144896879957,0.000735632183908046,0.0010829823057799497
1974,28,0.0020192592592592593,0.0008500727802037846,0.0011691864790554746
1974,29,0.0018967468175388968,0.0008489655172413793,0.0010477813002975176
1974,30,0.0019080459770114942,0.0008476253298153034,0.0010604206471961908
1974,31,0.0019233333333333333,0.0009537459283387622,0.0009695874049945711
1974,32,0.0021968205904617714,0.0009632892804698972,0.0012335313099918741
1974,33,0.002273838630806846,0.00115149136577708,0.0011223472650297658
1974,34,0.0023725820016820857,0.0012610797743755036,0.001111502227306582
1974,35,0.0024089732528041414,0.0012956234516928158,0.0011133498011113255
1974,36,0.002582155477031802,0.0014128053917438921,0.00116935008528791
1974,37,0.002780309936189608,0.0015657439446366782,0.0012145659915529297
1974,38,0.00311840888066605,0.0016927129060579455,0.0014256959746081046
1974,39,0.0033470319634703195,0.0018266199649737303,0.0015204119984965892
1974,40,0.003580110497237569,0.0020185348631950573,0.0015615756340425116
1974,41,0.0037902483900643974,0.0022233948988566402,0.0015668534912077572
1974,42,0.004314155251141553,0.0025957820738137082,0.0017183731773278447
1974,43,0.004654121863799283,0.0027340241796200344,0.0019200976841792484
1974,44,0.0051327659574468085,0.0029536961819658816,0.002179069775480927
1974,45,0.005845406360424028,0.003148829431438127,0.0026965769289859012
1974,46,0.006330708661417323,0.0035650372825186414,0.0027656713788986815
1974,47,0.007077328646748682,0.003751861042183623,0.0033254676045650594
1974,48,0.007839050131926121,0.00418204081632653,0.003657009315599591
1974,49,0.008357930449533504,0.00445105716523101,0.003906873284302494
1974,50,0.009292576419213975,0.004914585012087027,0.004377991407126948
1974,51,0.009814397224631396,0.00514171974522293,0.004672677479408466
1974,52,0.01062553556126821,0.005650316455696203,0.004975219105572006
1974,53,0.011623124448367167,0.00611437908496732,0.0055087453633998465
1974,54,0.012472759226713533,0.0062611156022635405,0.006211643624449993
1974,55,0.013729166666666667,0.006911283376399655,0.006817883290267012
1974,56,0.015292828685258964,0.00798366606170599,0.007309162623552974
1974,57,0.01694927536231884,0.00827647610121837,0.008672799261100471
1974,58,0.018819810326659643,0.009020793950850661,0.009799016375808982
1974,59,0.01992243186582809,0.009673220973782771,0.01024921089204532
1974,60,0.02271794871794872,0.011152087475149106,0.011565861242799614
1974,61,0.023591517857142856,0.011505917159763313,0.012085600697379543
1974,62,0.02588631090487239,0.01243680485338726,0.013449506051485132
1974,63,0.027878281622911696,0.013416155419222904,0.014462126203688792
1974,64,0.028756820877817318,0.013795613160518444,0.014961207717298874
1974,65,0.032727856225930683,0.015288259958071279,0.017439596267859403
1974,66,0.03475302013422819,0.016253763440860214,0.018499256693367973
1974,67,0.0384310595065312,0.018316455696202532,0.02011460381032867
1974,68,0.04100764525993884,0.01980884109916368,0.021198804160775155
1974,69,0.04422964169381108,0.021861286254728877,0.0223683554390822
1974,70,0.05010661764705882,0.025488111888111887,0.024618505758946935
1974,71,0.051581573896353164,0.026705797101449276,0.024875776794903888
1974,72,0.05979515418502203,0.03145806451612903,0.028337089668893
1974,73,0.0625956043956044,0.034181114551083594,0.0284144898445208
1974,74,0.06491013824884792,0.036321711568938195,0.028588426679909726
1974,75,0.07082037533512064,0.03999105545617174,0.030829319878948908
1974,76,0.0785459940652819,0.045448543689320386,0.03309745037596151
1974,77,0.08328930817610063,0.04773630831643002,0.03555299985967061
1974,78,0.08631715210355988,0.05313673469387755,0.033180417409682327
1974,79,0.09261785714285714,0.05804878048780488,0.03456907665505226
1974,80,0.10728389830508475,0.06904092071611254,0.038242977588972216
1974,81,0.1054235807860262,0.07000523560209423,0.03541834518393197
1974,82,0.11880104712041885,0.07959281437125748,0.03920823274916137
1974,83,0.13061635220125786,0.08867003367003368,0.041946318531224186
1974,84,0.13332236842105263,0.09542198581560284,0.0379003826054498
1975,0,0.017862368257904524,0.014108512020792722,0.0037538562371118023
1975,1,0.001169811320754717,0.0010040871934604905,0.0001657241272942265
1975,2,0.0008107761385503528,0.0006624246483590087,0.00014835149019134402
1975,3,0.0006255980861244019,0.0004834890965732087,0.00014210898955119316
1975,4,0.0005260892953200645,0.000413618458075408,0.00011247083724465651
1975,5,0.0004969596462133776,0.00034427173287276914,0.00015268791334060842
1975,6,0.00043827859569648927,0.00031609870740305525,0.00012217988829343402
1975,7,0.000419774011299435,0.0002820965842167256,0.00013767742708270942
1975,8,0.0003567383918459796,0.00025206124852767965,0.00010467714331829995
1975,9,0.00036055883933369155,0.00023769574944071587,0.00012286308989297568
1975,10,0.00034995064165844027,0.00021931176168464304,0.00013063887997379723
1975,11,0.00037240713941148095,0.000234375,0.00013803213941148096
1975,12,0.00039742366412213743,0.00023122824465440079,0.00016619541946773665
1975,13,0.0004679457182966776,0.0002558479532163743,0.00021209776508030332
1975,14,0.0006445755787562415,0.00032011331444759206,0.00032446226430864943
1975,15,0.0008608176389526871,0.00041873804971319313,0.000442079589239494
1975,16,0.0011241347485002307,0.00047423664122137407,0.0006498981072788567
1975,17,0.0014859641049240681,0.0005614285714285714,0.0009245355334954967
1975,18,0.0018566090611863615,0.0006049618320610687,0.0012516472291252928
1975,19,0.0019633333333333334,0.0006306436119116234,0.0013326897214217099
1975,20,0.0019696239151398265,0.0006386595434677028,0.0013309643716721237
1975,21,0.0021176173649671884,0.0006430379746835443,0.0014745793902836441
1975,22,0.0020594111461619347,0.0006864893062076161,0.0013729218399543186
1975,23,0.002148590021691974,0.0006766756032171581,0.0014719144184748157
1975,24,0.0020184883088635126,0.0006688172043010752,0.0013496711045624375
1975,25,0.0020925610448608743,0.0006631225517627308,0.0014294384930981434
1975,26,0.00202122776821572,0.0007016356457980824,0.0013195921224176377
1975,27,0.001977815699658703,0.0007453833240067152,0.0012324323756519877
1975,28,0.001785483870967742,0.000729973474801061,0.001055510396166681
1975,29,0.001905848787446505,0.0008374211632796076,0.0010684276241668975
1975,30,0.001891170431211499,0.0008271935699933021,0.001063976861218197
1975,31,0.0019570724841660803,0.0009554794520547945,0.0010015930321112857
1975,32,0.0019283344392833444,0.0009593810444874274,0.0009689533947959169
1975,33,0.0021813312930374904,0.0010678966789667897,0.0011134346140707007
1975,34,0.0022304038004750592,0.0010258948971820258,0.0012045089032930334
1975,35,0.0024297800338409477,0.0012455284552845528,0.001184251578556395
1975,36,0.002599476439790576,0.001276206322795341,0.0013232701169952348
1975,37,0.0026607773851590106,0.0015146935348446685,0.0011460838503143422
1975,38,0.0029054178145087235,0.001575916230366492,0.0013295015841422314
1975,39,0.0032036199095022626,0.0017416020671834624,0.0014620178423188001
1975,40,0.0034869486948694867,0.001993939393939394,0.001493009300930093
1975,41,0.0037703081232492996,0.002114798206278027,0.0016555099169712727
1975,42,0.004261707988980716,0.0024244288224956065,0.0018372791664851094
1975,43,0.0045110497237569065,0.0025695305580159433,0.0019415191657409631
1975,44,0.004840929401251117,0.002783319002579536,0.0020576103986715815
1975,45,0.005386930352536543,0.0029730831973898857,0.0024138471551466575
1975,46,0.005967140319715808,0.003249789739276703,0.0027173505804391047
1975,47,0.006812445223488168,0.0037348798674399337,0.0030775653560482347
1975,48,0.0073666369313113295,0.004083194675540766,0.0032834422557705637
1975,49,0.007929809358752166,0.00421937550040032,0.003710433858351846
1975,50,0.008987836663770635,0.004796474358974359,0.004191362304796276
1975,51,0.009658031088082901,0.004860428231562252,0.004797602856520649
1975,52,0.010395104895104895,0.005298161470823341,0.005096943424281554
1975,53,0.010966466036113499,0.005725832012678288,0.0052406340234352105
1975,54,0.01247857142857143,0.006480626545754328,0.005997944882817101
1975,55,0.01311685994647636,0.00665469387755102,0.00646216606892534
1975,56,0.014332375478927203,0.007376297577854672,0.0069560779010725314
1975,57,0.016441977800201818,0.008312328767123288,0.00812964903307853
1975,58,0.018115100316789864,0.008965094339622642,0.009150005977167221
1975,59,0.01909533898305085,0.009395480225988701,0.009699858757062148
1975,60,0.0217317880794702,0.010540117416829746,0.011191670662640454
1975,61,0.022363036303630363,0.010926614481409002,0.011436421822221361
1975,62,0.025191609977324263,0.012128810226155359,0.013062799751168905
1975,63,0.026828235294117646,0.012648484848484848,0.014179750445632798
1975,64,0.029170731707317075,0.013840816326530612,0.015329915380786463
1975,65,0.030624242424242425,0.01455333998005982,0.016070902444182605
1975,66,0.033100396301188904,0.015201052631578947,0.017899343669609956
1975,67,0.03677146814404432,0.01738469945355191,0.01938676869049241
1975,68,0.04042406015037594,0.01890643274853801,0.02151762740183793
1975,69,0.04243700159489633,0.02094710947109471,0.02148989212380162
1975,70,0.047976785714285715,0.02466531713900135,0.023311468575284364
1975,71,0.050351955307262566,0.02546488764044944,0.024887067666813128
1975,72,0.05665432098765432,0.02958974358974359,0.02706457739791073
1975,73,0.06030875576036866,0.03211735537190083,0.028191400388467833
1975,74,0.06640235294117647,0.036441412520064206,0.02996094042111226
1975,75,0.06858518518518518,0.038345394736842106,0.030239790448343074
1975,76,0.07236182336182337,0.04067948717948718,0.031682336182336186
1975,77,0.08191346153846153,0.04680443548387097,0.03510902605459056
1975,78,0.08387171052631578,0.050022821576763486,0.0338488889495523
1975,79,0.0911032028469751,0.05563774403470716,0.03546545881226794
1975,80,0.10253941908713693,0.06467726161369193,0.037862157473445
1975,81,0.10109170305676855,0.06647395833333333,0.03461774472343522
1975,82,0.11192718446601942,0.07381717451523545,0.038110009950783966
1975,83,0.12655621301775147,0.08414469453376205,0.04241151848398941
1975,84,0.1386058394160584,0.0941203007518797,0.04448553866417869
1976,0,0.017150031387319523,0.013752462245567958,0.003397569141751565
1976,1,0.0011104761904761904,0.0009601328903654485,0.00015034330011074186
1976,2,0.0008003926701570681,0.0006371742112482854,0.00016321845890878274
1976,3,0.0006656131479140329,0.00045718050065876153,0.0002084326472552714
1976,4,0.0005229142185663925,0.0003815064298836497,0.00014140778868274278
1976,5,0.0004766003227541689,0.00034065315315315314,0.00013594716960101577
1976,6,0.00043991179713340683,0.00029495990836197024,0.0001449518887714366
1976,7,0.0003841022790439133,0.0002760416666666667,0.00010806061237724661
1976,8,0.00036184971098265895,0.0002563329312424608,0.00010551677974019813
1976,9,0.0003443526170798898,0.0002208237986270023,0.00012352881845288752
1976,10,0.0003366336633663366,0.0002166575939031029,0.00011997606946323371
1976,11,0.0003291394061399094,0.00020230005227391532,0.00012683935386599408
1976,12,0.0003923745173745174,0.00021381744831064044,0.00017855706906387694
1976,13,0.0004883831199620673,0.00027088482451804254,0.00021749829544402476
1976,14,0.0006005547850208044,0.0003211538461538462,0.00027940093886695826
1976,15,0.0007594765342960289,0.0003681732580037665,0.0003913032762922624
1976,16,0.0011185424354243543,0.0004780114722753346,0.0006405309631490197
1976,17,0.0014200829111008751,0.0005463623395149786,0.0008737205715858965
1976,18,0.001766046511627907,0.0006368396001903855,0.0011292069114375216
1976,19,0.0018307481751824817,0.000597132284921369,0.0012336158902611126
1976,20,0.0018648007590132828,0.0006414189837008629,0.00122338177531242
1976,21,0.0019699803149606297,0.0006124069478908188,0.001357573367069811
1976,22,0.0020300866904640487,0.0006288032454361055,0.0014012834450279432
1976,23,0.001935823250920568,0.0006480999479437793,0.0012877233029767888
1976,24,0.0019328752642706131,0.0006346960167714885,0.0012981792474991245
1976,25,0.0019054861488321565,0.0006494345718901454,0.001256051576942011
1976,26,0.0018650657518582048,0.0007250704225352112,0.0011399953293229936
1976,27,0.0018254957507082153,0.0007008879023307436,0.0011246078483774717
1976,28,0.0018813953488372092,0.0007465753424657534,0.0011348200063714558
1976,29,0.0016476337448559672,0.0007138508371385084,0.0009337829077174588
1976,30,0.001867361111111111,0.0007958904109589041,0.001071470700152207
1976,31,0.001845771144278607,0.0008841886269070735,0.0009615825173715335
1976,32,0.0019131652661064425,0.0009437669376693767,0.0009693983284370659
1976,33,0.0019328408327736737,0.0009656290531776913,0.0009672117795959824
1976,34,0.0021062407132243686,0.0010580229226361032,0.0010482177905882654
1976,35,0.0021641434262948205,0.0011548536209553158,0.0010092898053395047
1976,36,0.0024353041988003426,0.0012411812961443806,0.001194122902655962
1976,37,0.002577526132404181,0.001407622203811102,0.001169903928593079
1976,38,0.002894830659536542,0.0015466893039049235,0.0013481413556316183
1976,39,0.002991047448522829,0.0016334185848252344,0.0013576288636975944
1976,40,0.003266903914590747,0.0018561702127659575,0.0014107337018247896
1976,41,0.003613198900091659,0.0020653133274492496,0.0015478855726424093
1976,42,0.004075559701492537,0.0022202327663384063,0.0018553269351541308
1976,43,0.004505555555555555,0.002442375886524823,0.0020631796690307323
1976,44,0.004770852428964253,0.0027323943661971832,0.0020384580627670697
1976,45,0.005427667269439421,0.0029455958549222797,0.0024820714145171413
1976,46,0.005718236819360415,0.003173913043478261,0.0025443237758821543
1976,47,0.006352,0.0035630252100840335,0.0027889747899159665
1976,48,0.007174688057040998,0.003891485809682805,0.003283202247358193
1976,49,0.007827344434706398,0.0041731707317073175,0.00365417370299908
1976,50,0.008722816399286987,0.004786479802143446,0.003936336597143541
1976,51,0.009225171232876712,0.0048773584905660375,0.004347812742310674
1976,52,0.010326939843068875,0.005353503184713376,0.0049734366583555
1976,53,0.011024561403508772,0.0057128,0.005311761403508772
1976,54,0.01183899042645779,0.006012789768185452,0.005826200658272338
1976,55,0.013157894736842105,0.006691090757701915,0.006466803979140189
1976,56,0.01392882882882883,0.00730655737704918,0.006622271451779649
1976,57,0.015623666343355965,0.007700609225413403,0.007923057117942563
1976,58,0.017442842430484037,0.0088732782369146,0.008569564193569437
1976,59,0.01902222222222222,0.009295220243673852,0.00972700197854837
1976,60,0.021672645739910314,0.010459405940594059,0.011213239799316255
1976,61,0.02214918918918919,0.011009569377990431,0.011139619811198757
1976,62,0.024899553571428572,0.012195906432748538,0.012703647138680035
1976,63,0.02641446613088404,0.012791543756145525,0.013622922374738515
1976,64,0.02837063778580024,0.01353030303030303,0.014840334755497212
1976,65,0.031595505617977526,0.014960122699386503,0.016635382918591023
1976,66,0.0316612702366127,0.015032032032032032,0.01662923820458067
1976,67,0.035716621253405995,0.016759656652360514,0.01895696460104548
1976,68,0.03863467048710602,0.018280487804878048,0.02035418268222797
1976,69,0.0429358372456964,0.020861778846153846,0.022074058399542552
1976,70,0.04863668430335097,0.024483443708609273,0.024153240594741696
1976,71,0.048239713774597494,0.02527688172043011,0.022962832054167385
1976,72,0.055862,0.0283406432748538,0.0275213567251462
1976,73,0.05870788912579957,0.03137116564417178,0.027336723481627793
1976,74,0.06462128712871287,0.03461815068493151,0.030003136443781366
1976,75,0.07172727272727272,0.039281198003327786,0.03244607472394494
1976,76,0.0702901554404145,0.039891485809682804,0.0303986696307317
1976,77,0.0775276073619632,0.04387476280834915,0.033652844553614045
1976,78,0.08482943143812709,0.04983505154639175,0.03499437989173534
1976,79,0.09048,0.05492682926829268,0.03555317073170732
1976,80,0.10537656903765691,0.064181598062954,0.04119497097470291
1976,81,0.0976218487394958,0.06436699507389163,0.03325485366560417
1976,82,0.11026960784313726,0.0741606648199446,0.03610894302319266
1976,83,0.12129670329670329,0.08179402985074627,0.03950267344595702
1976,84,0.1379931506849315,0.0943898916967509,0.04360325898818061
1977,0,0.015997023809523808,0.012570356472795497,0.0034266673367283115
1977,1,0.001131697869593286,0.0009467296021577883,0.00018496826743549767
1977,2,0.000803446075303127,0.0006209893048128342,0.00018245677049029277
1977,3,0.0006121134020618557,0.0004389750505731625,0.00017313835148869317
1977,4,0.00047051520794537556,0.0003905440414507772,7.997116649459835e-05
1977,5,0.00048413631022326675,0.0003198529411764706,0.00016428336904679615
1977,6,0.0004310252281266774,0.00026879910213243544,0.00016222612599424196
1977,7,0.00035494327390599677,0.00024450704225352114,0.00011043623165247563
1977,8,0.0003742156303479749,0.0002650029708853238,0.00010921265946265107
1977,9,0.00034606741573033707,0.00023216374269005848,0.00011390367304027859
